THIS	THIS	d	THIS	this	0
And	And	cc	And	and	0
although	although	cs	although	although	0
some	some	d	some	some	0
one	one	pi	one	one	0
persuadeth	persuadeth	vvz	persuadeth	persuade	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
with	with	p-acp	with	with	0
safe	safe	j	safe	safe	0
conscience	conscience	n1	conscience	conscience	0
take	take	vvb	take	take	0
this	this	d	this	this	0
oathe	oathe	n1	oath	oath	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
bound	bound	vvn	bound	bind	0
with	with	p-acp	with	with	0
hazard	hazard	n1	hazard	hazard	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
estates	estates	n2	estates	estate	0
to	to	pc-acp	to	to	0
refuse	refuse	vvi	refuse	refuse	0
it	it	pn31	it	it	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
beleeue	beleeue	vvb	believe	believe	0
it	it	pn31	it	it	0
,	,	,	,	,	0
persuasio	persuasio	fw-la	persuasio	persuasio	0
haec	haec	fw-la	haec	haec	0
non	non	fw-la	non	non	0
est	est	fw-la	est	est	0
ex	ex	fw-la	ex	ex	0
eo	eo	fw-la	eo	eo	0
qui	qui	fw-la	qui	qui	0
vocat	vocat	fw-la	vocat	vocat	0
vos	vos	fw-fr	vos	vos	0
:	:	:	:	:	0
this	this	d	this	this	0
persuasion	persuasion	n1	persuasion	persuasion	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
calleth	calleth	vvz	calls	call	0
you	you	pn22	you	you	0
(	(	(	(	(	0
Gal	Gal	n1	Gall	gall	0
5.	5.	crd	5.	5.	0
)	)	)	)	)	0
for	for	c-acp	for	for	0
as	as	p-acp	as	as	0
S.	S.	n1	S.	saint	0
PETER	PETER	np1	PETER	Peter	0
telleth	telleth	vvz	telleth	tell	0
you	you	pn22	you	you	0
:	:	:	:	:	0
In	In	p-acp	In	in	0
hoc	hoc	fw-la	hoc	hoc	0
vocati	vocati	fw-la	vocati	vocati	0
estis	estis	fw-la	estis	estis	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
called	called	vvn	called	call	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
well	well	av	well	well	0
,	,	,	,	,	0
and	and	cc	and	and	0
sustaine	sustaine	vvi	sustain	sustain	0
patientlie	patientlie	av-j	patiently	patient	0
,	,	,	,	,	0
(	(	(	(	(	0
1.	1.	crd	1.	1.	1
Pet.	Pet.	np1	Pet.	Pet.	0
2.	2.	crd	2.	2.	0
)	)	)	)	)	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
yeeld	yeeld	vvi	yield	yield	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
least	least	ds	least	least	0
point	point	n1	point	point	0
against	against	p-acp	against	against	0
God	God	np1	God	God	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Churches	Churches	n2	Churches	church	0
right	right	j-jn	right	right	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
.	.	.	.	.	1
VVherfore	VVherfore	c-crq	Wherefore	wherefore	0
seeing	seeing	vvg	seeing	see	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
oath	oath	n1	oath	oath	0
the	the	dt	the	the	0
true	true	j	true	true	0
and	and	cc	and	and	0
lawfull	lawfull	j	lawful	lawful	0
Au	Au	fw-fr	Au	au	0
∣	∣	sy	∣	∣	0
thoritle	thoritle	n1	thoritle	thoritle	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
chiefe	chiefe	j-jn	chief	chief	0
visible	visible	j	visible	visible	0
head	head	n1	head	head	0
and	and	cc	and	and	0
Pallour	Pallour	n1	Pallour	pallour	0
is	is	vbz	is	be	0
abiured	abiured	vvn	abjured	abjure	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
plaine	plaine	av-j	plain	plain	0
vnto	vnto	p-acp	unto	unto	0
,	,	,	,	,	0
you	you	pn22	you	you	0
)	)	)	)	)	0
imitate	imitate	vvb	imitate	imitate	0
the	the	dt	the	the	0
wise	wise	j	wise	wise	0
serpent	serpent	n1	serpent	serpent	0
,	,	,	,	,	0
expose	expose	vvb	expose	expose	0
bodie	bodie	n1	body	body	0
,	,	,	,	,	0
li	li	fw-it	li	li	0
∣	∣	sy	∣	∣	0
uings	uings	n2-vvg	uings	uing	0
,	,	,	,	,	0
libertie	libertie	n1	liberty	liberty	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Head	Head	n1	Head	head	0
:	:	:	:	:	0
and	and	cc	and	and	0
if	if	cs	if	if	0
your	your	po22	your	your	0
zealous	zealous	j	zealous	zealous	0
Pastour	Pastour	n1	Pastor	pastor	0
and	and	cc	and	and	0
Primat	Primat	j-jn	Primate	primate	0
S.	S.	n1	S.	saint	0
THO	THO	av	THOUGH	tho	0
∣	∣	sy	∣	∣	0
MAS	MAS	n1	MAS	mass	0
of	of	pp-f	of	of	0
CANTERBVRIE	CANTERBVRIE	np1	CANTERBVRIE	CANTERBVRIE	0
,	,	,	,	,	0
indured	indured	vvd	endured	endure	0
banish	banish	vvi	banish	banish	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
reuilings	reuilings	n2-vvg	revilings	revile	0
,	,	,	,	,	0
contumelies	contumelies	n2	contumelies	contumely	0
,	,	,	,	,	0
iniuries	iniuries	n2	injuries	injury	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
death	death	n1	death	death	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
defēce	defēce	n1	defence	defence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
rights	rights	n2-jn	rights	right	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
;	;	;	;	;	0
how	how	c-crq	how	how	0
much	much	d	much	much	0
more	more	dc	more	more	0
should	should	vmd	should	shall	0
you	you	pn22	you	you	0
constantlie	constantlie	av-j	constantly	constant	0
endure	endure	vvi	endure	endure	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Head	Head	n1	Head	head	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
?	?	?	?	?	1
18.	18.	crd	18.	18.	1
And	And	cc	And	and	0
although	although	cs	although	although	0
Widdrington	Widdrington	np1	Widdrington	Widdrington	0
telles	telles	vvz	tells	tell	0
you	you	pn22	you	you	0
,	,	,	,	,	0
(	(	(	(	(	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
seeme	seeme	vvi	seem	seem	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
freind	freind	n1	friend	friend	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	pi	one	one	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
temporall	temporall	j	temporal	temporal	0
estates	estates	n2	estates	estate	0
)	)	)	)	)	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
bound	bound	vvn	bound	bind	0
to	to	pc-acp	to	to	0
loose	loose	vvi	lose	loose	0
any	any	d	any	any	0
penny	penny	n1	penny	penny	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Authoritie	Authoritie	n1	Authority	authority	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
this	this	d	this	this	0
oath	oath	n1	oath	oath	0
abiureth	abiureth	vvz	abjureth	abjure	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
cōpare	cōpare	vvi	compare	compare	0
VViddrington	VViddrington	np1	VViddrington	VViddrington	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
Allens	Allens	np1	Allens	Allens	0
,	,	,	,	,	0
Card.	Card.	np1	Card.	Card.	0
Allan	Allan	np1	Allan	Allan	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Answ.	Answ.	np1	Answ.	Answ.	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
libeller	libeller	n1	libeler	libeler	0
.	.	.	.	.	1
Hardings	Hardings	n2	Harding's	harding	0
,	,	,	,	,	0
Sanders	Sanders	n2	Sanders	sander	0
.	.	.	.	.	1
Bistowes	Bistowes	vvz	Bistowes	bistowe	0
,	,	,	,	,	0
Stapletons	Stapletons	n2	Stapleton's	stapleton	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
as	as	a-acp	as	as	0
great	great	j	great	great	0
a	a	dt	a	a	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
temporall	temporall	j	temporal	temporal	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	dc	more	more	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
spiri	spiri	n1	spiri	spiri	0
∣	∣	sy	∣	∣	0
tuall	tuall	j	tuall	tuall	0
estates	estates	n2	estates	estate	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
wrote	wrote	vvd	wrote	write	0
,	,	,	,	,	0
and	and	cc	and	and	0
taught	taught	vvn	taught	teach	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Au	Au	fw-fr	Au	au	0
∣	∣	sy	∣	∣	0
thoritie	thoritie	n1	thoritie	thoritie	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
this	this	d	this	this	0
oath	oath	n1	oath	oath	0
abiureth	abiureth	vvz	abjureth	abjure	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
defended	defended	vvn	defended	defend	0
with	with	p-acp	with	with	0
hazard	hazard	n1	hazard	hazard	0
of	of	pp-f	of	of	0
liuings	liuings	n2-vvg	livings	live	0
and	and	cc	and	and	0
life	life	n1	life	life	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
these	these	d	these	these	0
I'desire	I'desire	vvi	I'desire	i'desire	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
adde	adde	vvi	add	add	0
the	the	dt	the	the	0
Coūcels	Coūcels	n2	Counsels	counsel	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
Prouincial	Prouincial	j-jn	Provincial	provincial	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
General	General	j	General	general	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
decrees	decrees	n2	decrees	decree	0
haue	haue	vhb	have	have	0
defined	defined	vvn	defined	define	0
this	this	d	this	this	0
authoritie	authoritie	n1	authority	authority	0
;	;	;	;	;	0
the	the	dt	the	the	0
Popes	Popes	n2	Popes	pope	0
so	so	av	so	so	0
many	many	d	many	many	0
,	,	,	,	,	0
so	so	av	so	so	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
so	so	av	so	so	0
holie	holie	j	holy	holy	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
haue	haue	vhb	have	have	0
exer	exer	n1	exer	exer	0
∣	∣	sy	∣	∣	0
cized	cized	vvn	cized	cize	0
it	it	pn31	it	it	0
vpon	vpon	p-acp	upon	upon	0
rebellious	rebellious	j	rebellious	rebellious	0
Princes	Princes	n2	Princes	prince	0
;	;	;	;	;	0
the	the	dt	the	the	0
Kings	Kings	n2	Kings	king	0
and	and	cc	and	and	0
Em	Em	np1	Em	Em	0
∣	∣	sy	∣	∣	0
perours	perours	ng1	perours	perours	0
(	(	(	(	(	0
though	though	cs	though	though	0
most	most	ds	most	most	0
herein	herein	av	herein	herein	0
interessed	interessed	vvn	interested	interest	0
)	)	)	)	)	0
who	who	r-crq	who	who	0
haue	haue	vhb	have	have	0
acknowledged	acknowledged	vvn	acknowledged	acknowledge	0
it	it	pn31	it	it	0
;	;	;	;	;	0
the	the	dt	the	the	0
arguments	arguments	n2	arguments	argument	0
also	also	av	also	also	0
deducted	deducted	vvn	deducted	deduct	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Scripture	Scripture	n1	Scripture	scripture	0
,	,	,	,	,	0
and	and	cc	and	and	0
Principles	Principles	n2	Principles	principle	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
Diuinitie	Diuinitie	n1	Divinity	divinity	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
do	do	vdb	do	do	0
conuince	conuince	vvi	convince	convince	0
it	it	pn31	it	it	0
,	,	,	,	,	0
(	(	(	(	(	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
known	known	vvn	known	know	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
)	)	)	)	)	0
and	and	cc	and	and	0
lastly	lastly	ord	lastly	last	0
the	the	dt	the	the	0
fatherlie	fatherlie	j	fatherly	fatherly	0
admonition	admonition	n1	admonition	admonition	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
Holie	Holie	j	Holy	holy	0
Father	Father	n1	Father	father	0
and	and	cc	and	and	0
chiefe	chiefe	j-jn	chief	chief	0
visible	visible	j	visible	visible	0
Pastour	Pastour	n1	Pastor	pastor	0
PAVL	PAVL	np1	PAVL	PAVL	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Grace	Grace	n1	Grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
the	the	dt	the	the	0
fifte	fifte	ord	fifte	five	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
name	name	n1	name	name	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
office	office	n1	office	office	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
generall	generall	j	general	general	0
charge	charge	n1	charge	charge	0
and	and	cc	and	and	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Christian	Christian	njp	Christian	christian	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
so	so	av	so	so	0
hath	hath	vhz	hath	have	0
he	he	pns31	he	he	0
a	a	dt	a	a	0
particular	particular	j	particular	particular	0
care	care	n1	care	care	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
spirituall	spirituall	j	spiritual	spiritual	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
temporall	temporall	j	temporal	temporal	0
estates	estates	n2	estates	estate	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
English	English	jp	English	english	0
Catholikes	Catholikes	njp2	Catholics	catholic	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
our	our	po12	our	our	0
Colledges	Colledges	n2	Colleges	college	0
haue	haue	vhb	have	have	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
daiely	daiely	j	daily	daily	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
and	and	cc	and	and	0
consequentlie	consequentlie	av-j	consequently	consequent	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
expose	expose	vvi	expose	expose	0
your	your	po22	your	your	0
temporall	temporall	j	temporal	temporal	0
estates	estates	n2	estates	estate	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
furie	furie	n1	fury	fury	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
secutour	secutour	n1	secutour	secutour	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
forbidding	forbidding	vvg	forbidding	forbid	0
you	you	pn22	you	you	0
this	this	d	this	this	0
oath	oath	n1	oath	oath	0
,	,	,	,	,	0
if	if	cs	if	if	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
tel	tel	vvb	tell	tell	0
∣	∣	sy	∣	∣	0
leth	leth	vvz	leth	le	0
you	you	pn22	you	you	0
)	)	)	)	)	0
it	it	pn31	it	it	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
containe	containe	vvi	contain	contain	0
thinges	thinges	n2	things	thing	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
sworne	sworne	vvn	sworn	swear	0
without	without	p-acp	without	without	0
euident	euident	j	evident	evident	0
and	and	cc	and	and	0
grieuous	grieuous	j	grievous	grievous	0
wronging	wronging	vvg	wronging	wrong	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
which	which	q-crq	which	which	0
are	are	vbr	are	be	0
flat	flat	av-j	flat	flat	0
contrarie	contrarie	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
saluation	saluation	n1	salvation	salvation	0
.	.	.	.	.	1
(	(	(	(	(	0
Pau	Pau	np1	Pau	Pau	0
∣	∣	sy	∣	∣	0
lus	lus	crd	lus	lus	0
5.	5.	crd	5.	5.	0
in	in	p-acp	in	in	0
Breu.	Breu.	np1	Breu.	Breu.	0
)	)	)	)	)	1
And	And	cc	And	and	0
therfore	therfore	av	therefore	therefore	0
seeing	seeing	vvg	seeing	see	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
,	,	,	,	,	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
wise	wise	j	wise	wise	0
and	and	cc	and	and	0
carefull	carefull	j	careful	careful	0
Phisitian	Phisitian	n1	Physician	physician	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
more	more	dc	more	more	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
health	health	n1	health	health	0
,	,	,	,	,	0
then	then	av	then	then	0
of	of	pp-f	of	of	0
contenting	contenting	vvg	contenting	content	0
your	your	po22	your	your	0
tast	tast	n1	taste	taste	0
and	and	cc	and	and	0
humour	humour	n1	humour	humour	0
;	;	;	;	;	0
and	and	cc	and	and	0
VViddrington	VViddrington	np1	VViddrington	VViddrington	0
contrariewise	contrariewise	av	contrariwise	contrariwise	0
permitteth	permitteth	vvz	permitteth	permit	0
you	you	pn22	you	you	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
pleasing	pleasing	vvg	pleasing	please	0
to	to	p-acp	to	to	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
and	and	cc	and	and	0
bloud	bloud	n1	blood	blood	0
,	,	,	,	,	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
respecting	respecting	vvg	respecting	respect	0
how	how	c-crq	how	how	0
preiudicious	preiudicious	j	prejudicious	prejudicious	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
soules	soules	ng1	souls	soul	0
health	health	n1	health	health	0
;	;	;	;	;	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
preferre	preferre	vvi	prefer	prefer	0
heauen	heauen	n1	heaven	heaven	0
before	before	p-acp	before	before	0
a	a	dt	a	a	0
temporall	temporall	j	temporal	temporal	0
estate	estate	n1	estate	estate	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
bodie	bodie	n1	body	body	0
,	,	,	,	,	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
also	also	av	also	also	0
preserre	preserre	vvi	preserre	preserve	0
your	your	po22	your	your	0
Holie	Holie	j	Holy	holy	0
Fathers	Fathers	ng1	Father's	father	0
counsel	counsel	n1	counsel	counsel	0
and	and	cc	and	and	0
admonition	admonition	n1	admonition	admonition	0
,	,	,	,	,	0
especiallie	especiallie	av-j	especially	especial	0
grounded	grounded	vvn	grounded	ground	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
authoritie	authoritie	n1	authority	authority	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
all	all	d	all	all	0
the	the	dt	the	the	0
smooth	smooth	j	smooth	smooth	0
and	and	cc	and	and	0
soothing	soothing	vvg	soothing	soothe	0
prescriptions	prescriptions	n2	prescriptions	prescription	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
war	war	n1	war	war	0
∣	∣	sy	∣	∣	0
rāted	rāted	vvn	ranted	rant	0
by	by	p-acp	by	by	0
onlie	onlie	av-j	only	only	0
Widdringtons	Widdringtons	np1	Widdringtons	Widdringtons	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
few	few	d	few	few	0
obscure	obscure	j	obscure	obscure	0
Authors	Authors	ng1	Authors	author	0
authoritie	authoritie	n1	authority	authority	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
although	although	cs	although	although	0
he	he	pns31	he	he	0
alleadgeth	alleadgeth	vvz	allegeth	allege	0
often	often	av	often	often	0
the	the	dt	the	the	0
Doctors	Doctors	n2	Doctors	doctor	0
of	of	pp-f	of	of	0
Sotbon	Sotbon	np1	Sotbon	Sotbon	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
late	late	j	late	late	0
resistance	resistance	n1	resistance	resistance	0
made	made	vvn	made	make	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Clergie	Clergie	n1	Clergy	clergy	0
,	,	,	,	,	0
and	and	cc	and	and	0
nobilitie	nobilitie	n1	nobility	nobility	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
like	like	j	like	like	0
Oath	Oath	n1	Oath	oath	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
seeth	seeth	vvz	sees	see	0
not	not	xx	not	not	0
how	how	c-crq	how	how	0
he	he	pns31	he	he	0
abuseth	abuseth	vvz	abuseth	abuse	0
his	his	po31	his	his	0
reader	reader	n1	reader	reader	0
and	and	cc	and	and	0
iniureth	iniureth	vvz	injureth	injure	0
that	that	d	that	that	0
noble	noble	j	noble	noble	0
Monarchie	Monarchie	n1	Monarchy	monarchy	0
?	?	?	?	?	1
19.	19.	crd	19.	19	1
But	But	p-acp	But	but	0
put	put	vvi	put	put	0
the	the	dt	the	the	0
case	case	n1	case	case	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
preferre	preferre	vvi	prefer	prefer	0
VVid	VVid	np1	VVid	VVid	0
∣	∣	sy	∣	∣	0
dringtons	dringtons	n1	dringtons	dringtons	0
counsel	counsel	n1	counsel	counsel	0
before	before	p-acp	before	before	0
your	your	po22	your	your	0
chiefe	chiefe	j-jn	chief	chief	0
Pastours	Pastours	ng1	Pastors	pastors	0
ad	ad	vvi	and	add	0
∣	∣	sy	∣	∣	0
monition	monition	n1	monition	monition	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
authoritie	authoritie	n1	authority	authority	0
alleadged	alleadged	vvd	alleged	allege	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
so	so	av	so	so	0
(	(	(	(	(	0
what	what	r-crq	what	what	0
soeuer	soeuer	av	soever	soever	0
he	he	pns31	he	he	0
beareth	beareth	vvz	bears	bear	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
)	)	)	)	)	0
should	should	vmd	should	shall	0
you	you	pn22	you	you	0
saue	saue	vvi	save	save	0
your	your	po22	your	your	0
temporall	temporall	j	temporal	temporal	0
estates	estates	n2	estates	estate	0
,	,	,	,	,	0
or	or	cc	or	or	0
decline	decline	vvi	decline	decline	0
persecution	persecution	n1	persecution	persecution	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
to	to	p-acp	to	to	0
omitte	omitte	vvb	omit	omit	0
that	that	cst	that	that	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
first	first	ord	first	first	0
iointlie	iointlie	av-j	jointly	joint	0
and	and	cc	and	and	0
couragionslie	couragionslie	av-j	courageously	courageous	0
resisted	resisted	vvd	resisted	resist	0
the	the	dt	the	the	0
oath	oath	n1	oath	oath	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
like	like	av-j	like	like	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
neuer	neuer	av-x	never	never	0
haue	haue	vhi	have	have	0
been	been	vbn	been	be	0
so	so	av	so	so	0
hoatlie	hoatlie	av-j	hoatlie	hoatlie	0
pressed	pressed	vvn	pressed	press	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
;	;	;	;	;	0
if	if	cs	if	if	0
now	now	av	now	now	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
all	all	d	all	all	0
resolue	resolue	vvi	resolve	resolve	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
so	so	av	so	so	0
should	should	vmd	should	shall	0
you	you	pn22	you	you	0
auoide	auoide	vvi	avoid	avoid	0
persecution	persecution	n1	persecution	persecution	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
tould	tould	vvn	told	tell	0
you	you	pn22	you	you	0
)	)	)	)	)	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
chaunce	chaunce	n1	chance	chance	0
your	your	po22	your	your	0
yeelding	yeelding	j-vvg	yielding	yield	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
point	point	n1	point	point	0
hath	hath	vhz	hath	have	0
prouoked	prouoked	vvn	provoked	provoke	0
your	your	po22	your	your	0
heauenlie	heauenlie	j	heavenly	heavenly	0
Fathers	Fathers	ng1	Father's	father	0
wrath	wrath	n1	wrath	wrath	0
,	,	,	,	,	0
and	and	cc	and	and	0
induced	induced	vvd	induced	induce	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
his	his	po31	his	his	0
so	so	av	so	so	0
iustlie	iustlie	av-j	justly	just	0
